ngram,cleaned
fully_consistent,fully consistent
young_child,young child
additional_event_specify,additional event specify
second_round,second round
currency_dollar,currency dollar
student_teacher,student teacher
shall_furnish_bank,shall furnish bank
greenhouse_gas,greenhouse gas
citizen_engagement,citizen engagement
eligible_expenditure_mean,eligible expenditure mean
conceptual_framework,conceptual framework
paved_road,paved road
new_entrant,new entrant
involuntary_resettlement_indigenous_people,involuntary resettlement indigenous people
rich_poor,rich poor
presidential_decree,presidential decree
medical_care,medical care
land_degradation,land degradation
soil_conservation,soil conservation
error_omission,error omission
flora_fauna,flora fauna
purchasing_power,purchasing power
pose_challenge,pose challenge
quite_different,quite different
great_attention,great attention
create_job,create job
net_profit,net profit
end_target,end target
social_cohesion,social cohesion
fuel_oil,fuel oil
foreign_bidder,foreign bidder
stress_importance,stress importance
conditional_cash_transfer,conditional cash transfer
mar_jun,mar jun
environmentally_sustainable,environmentally sustainable
maternal_child_health,maternal child health
manner_protect,manner protect
political_pressure,political pressure
greatly_reduce,greatly reduce
finance_corporation,finance corporation
current_liability,current liability
regulatory_body,regulatory body
hand_hand,hand hand
follow_meaning,follow meaning
emergency_situation,emergency situation
legislative_framework,legislative framework
broad_money,broad money
bank_shall_reasonably,bank shall reasonably
soviet_union,soviet union
willingness_pay,willingness pay
chamber_commerce,chamber commerce
greenhouse_gas_emission,greenhouse gas emission
infra_structure,infra structure
secondary_tertiary,secondary tertiary
private_sector_civil_society,private sector civil society
public_servant,public servant
densely_populated,densely populated
tax_exemption,tax exemption
stakeholder_engagement,stakeholder engagement
vary_significantly,vary significantly
support_documentation,support documentation
train_personnel,train personnel
agricultural_productivity,agricultural productivity
original_closing_date,original closing date
fall_sharply,fall sharply
technical_managerial,technical managerial
note_earlier,note earlier
world_bank_encourage_dissemination,world bank encourage dissemination
relatively_modest,relatively modest
appraisal_negotiation,appraisal negotiation
client_connection,client connection
agreement_party_hereto,agreement party hereto
non_governmental,non governmental
shall_procure_contract_award,shall procure contract award
personal_income,personal income
relevance_objective,relevance objective
gender_gap,gender gap
natural_forest,natural forest
rap_resettlement_action,rap resettlement action
unit_lend_instrument,unit lend instrument
report_recommendation_president,report recommendation president
achievement_satisfactory_satisfactory,achievement satisfactory satisfactory
north_west,north west
author_mail_address,author mail address
contractual_arrangement,contractual arrangement
effective_date_countersignature,effective date countersignature
question_ask,question ask
borrower_declare_commitment,borrower declare commitment
soil_fertility,soil fertility
contract_award_basis,contract award basis
activity_reference_combined,activity reference combine
success_story,success story
conflict_resolution,conflict resolution
consultative_process,consultative process
upper_middle_income,upper middle income
peer_review,peer review
authorize_representative,authorize representative
strategic_direction,strategic direction
solid_waste_management,solid waste management
essential_element,essential element
revenue_mobilization,revenue mobilization
demographic_health,demographic health
vary_greatly,vary greatly
damage_cause,damage cause
fully_utilize,fully utilize
satisfactory_moderately_satisfactory,satisfactory moderately satisfactory
human_settlement,human settlement
small_scale_enterprise,small scale enterprise
geographic_location,geographic location
far_exceed,far exceed
micro_enterprise,micro enterprise
avoid_minimize,avoid minimize
retail_price,retail price
stakeholder_workshop,stakeholder workshop
sign_respective,sign respective
travel_time,travel time
performance_quality_entry,performance quality entry
actual_current_end_target,actual current end target
short_medium,short medium
safeguard_policy_apply,safeguard policy apply
inside_outside,inside outside
disaster_risk,disaster risk
category_eligible_expenditure,category eligible expenditure
traffic_volume,traffic volume
mass_medium,mass medium
fertility_rate,fertility rate
party_hereto_agree,party hereto agree
participatory_planning,participatory planning
learn_outcome,learn outcome
accounting_auditing,accounting auditing
custom_administration,custom administration
communicable_disease,communicable disease
internal_auditor,internal auditor
animal_husbandry,animal husbandry
date_close_date,date close date
civil_engineering,civil engineering
empirical_study,empirical study
primary_school_enrollment,primary school enrollment
executive_committee,executive committee
work_paper_abstract,work paper abstract
emission_reduction,emission reduction
